"DateTime","windcode","open","high","low","close","volume","amount","change","pctchange","begintime","endtime"
2019-05-23 10:47:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:48:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:49:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:50:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:51:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:52:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:53:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:54:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:55:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:56:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:57:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:58:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 10:59:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:00:00,000048.SZ,19.03,19.03,19.03,19.03,400,7612,0,0,201905231100.951996,201905231100.951996
2019-05-23 11:01:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:02:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:03:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:04:00,000048.SZ,19.03,19.03,19.03,19.03,2500,47575,0,0,201905231104.951996,201905231104.951996
2019-05-23 11:05:00,000048.SZ,19.05,19.05,19.05,19.05,1000,19050,0.02,0.001051,201905231105.951996,201905231105.951996
2019-05-23 11:06:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:07:00,000048.SZ,19.02,19.02,19.02,19.02,700,13314,-0.03,-0.001575,201905231107.951996,201905231107.951996
2019-05-23 11:08:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:09:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:10:00,000048.SZ,19.05,19.05,19.05,19.05,5000,95250,0.03,0.001577,201905231110.951996,201905231110.951996
2019-05-23 11:11:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:12:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:13:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:14:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:15:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:16:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:17:00,000048.SZ,19.05,19.05,19.05,19.05,300,5715,0,0,201905231117.951996,201905231117.951996
2019-05-23 11:18:00,000048.SZ,19.05,19.05,19.05,19.05,900,17145,0,0,201905231118.951996,201905231118.951996
2019-05-23 11:19:00,000048.SZ,19.02,19.02,19.02,19.02,800,15216,-0.03,-0.001575,201905231119.951996,201905231119.951996
2019-05-23 11:20:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:21:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:22:00,000048.SZ,19.02,19.02,19.02,19.02,400,7608,0,0,201905231122.951996,201905231122.951996
2019-05-23 11:23:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:24:00,000048.SZ,19.02,19.02,19.02,19.02,300,5706,0,0,201905231124.951996,201905231124.951996
2019-05-23 11:25:00,000048.SZ,19.05,19.05,19.05,19.05,100,1905,0.03,0.001577,201905231125.951996,201905231125.951996
2019-05-23 11:26:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:27:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:28:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 11:29:00,000048.SZ,19,19,19,19,800,15200,-0.05,-0.002625,201905231129.951996,201905231129.951996
2019-05-23 11:30:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:00:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:01:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:02:00,000048.SZ,19.04,19.04,19.04,19.04,2000,38080,0.04,0.002105,201905231302.951996,201905231302.951996
2019-05-23 13:03:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:04:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:05:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:06:00,000048.SZ,19,19,19,19,1000,19000,-0.04,-0.002101,201905231306.951996,201905231306.951996
2019-05-23 13:07:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:08:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:09:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:10:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:11:00,000048.SZ,19,19,19,19,300,5700,0,0,201905231311.951996,201905231311.951996
2019-05-23 13:12:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:13:00,000048.SZ,19,19,18.98,18.98,2600,49352,-0.02,-0.001053,201905231313.951996,201905231313.951996
2019-05-23 13:14:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:15:00,000048.SZ,18.96,18.96,18.96,18.96,300,5688,-0.02,-0.001054,201905231315.951996,201905231315.951996
2019-05-23 13:16:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:17:00,000048.SZ,18.96,18.96,18.96,18.96,2500,47400,0,0,201905231317.951996,201905231317.951996
2019-05-23 13:18:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:19:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:20:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:21:00,000048.SZ,19.05,19.05,19.05,19.05,400,7618,0.09,0.004747,201905231321.951996,201905231321.951996
2019-05-23 13:22:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:23:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:24:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:25:00,000048.SZ,19,19,18.96,18.96,600,11384,-0.09,-0.004724,201905231325.951996,201905231325.951996
2019-05-23 13:26:00,000048.SZ,18.95,18.95,18.95,18.95,3200,60640,-0.01,-0.000527,201905231326.951996,201905231326.951996
2019-05-23 13:27:00,000048.SZ,18.95,18.95,18.95,18.95,1000,18950,0,0,201905231327.951996,201905231327.951996
2019-05-23 13:28:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:29:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:30:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:31:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:32:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:33:00,000048.SZ,18.95,18.95,18.95,18.95,1300,24640,0,0,201905231333.951996,201905231333.951996
2019-05-23 13:34:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:35:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:36:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:37:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:38:00,000048.SZ,18.95,18.95,18.95,18.95,1500,28425,0,0,201905231338.951996,201905231338.951996
2019-05-23 13:39:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:40:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:41:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:42:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:43:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:44:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:45:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:46:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:47:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:48:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:49:00,000048.SZ,19.04,19.04,19.04,19.04,400,7616,0.09,0.004749,201905231349.951996,201905231349.951996
2019-05-23 13:50:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:51:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:52:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:53:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:54:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:55:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:56:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:57:00,000048.SZ,18.96,18.96,18.96,18.96,100,1896,-0.08,-0.004202,201905231357.951996,201905231357.951996
2019-05-23 13:58:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 13:59:00,000048.SZ,18.95,18.95,18.95,18.95,1700,32215,-0.01,-0.000527,201905231359.951996,201905231359.951996
2019-05-23 14:00:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:01:00,000048.SZ,18.95,18.95,18.95,18.95,700,13265,0,0,201905231401.951996,201905231401.951996
2019-05-23 14:02:00,000048.SZ,18.95,18.95,18.95,18.95,7600,144020,0,0,201905231402.951996,201905231402.951996
2019-05-23 14:03:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:04:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:05:00,000048.SZ,18.95,18.95,18.95,18.95,1100,20845,0,0,201905231405.951996,201905231405.951996
2019-05-23 14:06:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:07:00,000048.SZ,18.95,18.95,18.95,18.95,1000,18950,0,0,201905231407.951996,201905231407.951996
2019-05-23 14:08:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:09:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:10:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:11:00,000048.SZ,18.95,18.95,18.95,18.95,1400,26530,0,0,201905231411.951996,201905231411.951996
2019-05-23 14:12:00,000048.SZ,18.98,18.98,18.98,18.98,100,1898,0.03,0.001583,201905231412.951996,201905231412.951996
2019-05-23 14:13:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:14:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:15:00,000048.SZ,18.98,18.98,18.98,18.98,100,1898,0,0,201905231415.951996,201905231415.951996
2019-05-23 14:16:00,000048.SZ,18.98,18.98,18.98,18.98,900,17082,0,0,201905231416.951996,201905231416.951996
2019-05-23 14:17:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:18:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:19:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:20:00,000048.SZ,18.92,18.92,18.92,18.92,266,5032,-0.06,-0.003161,201905231420.951996,201905231420.951996
2019-05-23 14:21:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:22:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:23:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:24:00,000048.SZ,18.92,18.92,18.92,18.92,300,5676,0,0,201905231424.951996,201905231424.951996
2019-05-23 14:25:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:26:00,000048.SZ,18.98,18.98,18.98,18.98,1400,26572,0.06,0.003171,201905231426.951996,201905231426.951996
2019-05-23 14:27:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:28:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:29:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:30:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:31:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:32:00,000048.SZ,18.9,18.9,18.9,18.9,4000,75601,-0.08,-0.004215,201905231432.951996,201905231432.951996
2019-05-23 14:33:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:34:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:35:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:36:00,000048.SZ,18.88,18.88,18.88,18.88,2834,53517,-0.02,-0.001058,201905231436.951996,201905231436.951996
2019-05-23 14:37:00,000048.SZ,18.88,18.88,18.88,18.88,1166,22014,0,0,201905231437.951996,201905231437.951996
2019-05-23 14:38:00,000048.SZ,18.88,18.88,18.88,18.88,10600,200128,0,0,201905231438.951996,201905231438.951996
2019-05-23 14:39:00,000048.SZ,18.88,18.88,18.88,18.88,734,13858,0,0,201905231439.951996,201905231439.951996
2019-05-23 14:40:00,000048.SZ,18.86,18.86,18.85,18.85,15900,299879,-0.03,-0.001589,201905231440.951996,201905231440.951996
2019-05-23 14:41:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:42:00,000048.SZ,18.84,18.84,18.84,18.84,200,3768,-0.01,-0.000531,201905231442.951996,201905231442.951996
2019-05-23 14:43:00,000048.SZ,18.82,18.82,18.82,18.82,300,5646,-0.02,-0.001062,201905231443.951996,201905231443.951996
2019-05-23 14:44:00,000048.SZ,18.85,18.85,18.85,18.85,500,9425,0.03,0.001594,201905231444.951996,201905231444.951996
2019-05-23 14:45:00,000048.SZ,18.82,18.82,18.82,18.82,4000,75295,-0.03,-0.001592,201905231445.951996,201905231445.951996
2019-05-23 14:46:00,000048.SZ,18.86,18.86,18.86,18.86,4600,86756,0.04,0.002125,201905231446.951996,201905231446.951996
2019-05-23 14:47:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:48:00,000048.SZ,18.86,18.86,18.86,18.86,1900,35834,0,0,201905231448.951996,201905231448.951996
2019-05-23 14:49:00,000048.SZ,18.88,18.88,18.88,18.88,1200,22656,0.02,0.001061,201905231449.951996,201905231449.951996
2019-05-23 14:50:00,000048.SZ,18.88,18.88,18.88,18.88,100,1888,0,0,201905231450.951996,201905231450.951996
2019-05-23 14:51:00,000048.SZ,18.82,18.93,18.82,18.85,2900,54666,-0.03,-0.001589,201905231451.951996,201905231451.951996
2019-05-23 14:52:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:53:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:54:00,000048.SZ,18.83,18.83,18.83,18.83,500,9415,-0.02,-0.001061,201905231454.951996,201905231454.951996
2019-05-23 14:55:00,000048.SZ,18.85,18.85,18.83,18.83,2200,41446,0,0,201905231455.951996,201905231455.951996
2019-05-23 14:56:00,000048.SZ,18.82,18.83,18.82,18.82,7500,141170,-0.01,-0.000531,201905231456.951996,201905231456.951996
2019-05-23 14:57:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:58:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 14:59:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-23 15:00:00,000048.SZ,18.82,18.82,18.82,18.82,200,3764,0,0,201905231500.951996,201905231500.951996
